Database Key	Shape Family Key	imp_key	met_key	imp_displayName	met_displayName	imp_group	met_group	note	defaultOrder	imp_curr_W	met_curr_W	imp_curr_A	met_curr_A	imp_curr_d	met_curr_d	imp_curr_d_det	met_curr_d_det	imp_curr_Ht	met_curr_Ht	imp_curr_h	met_curr_h	imp_curr_OD	met_curr_OD	imp_curr_b_f	met_curr_b_f	imp_curr_b_fdet	met_curr_b_fdet	imp_curr_B	met_curr_B	imp_curr_b	met_curr_b	imp_curr_ID	met_curr_ID	imp_curr_t_w	met_curr_t_w	imp_curr_t_wdet	met_curr_t_wdet	imp_curr_t_wdet/2	met_curr_t_wdet/2	imp_curr_t_f	met_curr_t_f	imp_curr_t_fdet	met_curr_t_fdet	imp_curr_t	met_curr_t	imp_curr_t_nom	met_curr_t_nom	imp_curr_t_des	met_curr_t_des	imp_curr_k_des	met_curr_k_des	imp_curr_k_det	met_curr_k_det	imp_curr_k_1	met_curr_k_1	imp_curr_x	met_curr_x	imp_curr_y	met_curr_y	imp_curr_e_o	met_curr_e_o	imp_curr_x_p	met_curr_x_p	imp_curr_y_p	met_curr_y_p	imp_curr_b_f/2t_f	met_curr_b_f/2t_f	imp_curr_b/t	met_curr_b/t	imp_curr_b/t_des	met_curr_b/t_des	imp_curr_h/t_w	met_curr_h/t_w	imp_curr_h/t_des	met_curr_h/t_des	imp_curr_D/t	met_curr_D/t	imp_curr_I_x	met_curr_I_x	imp_curr_Z_x	met_curr_Z_x	imp_curr_S_x	met_curr_S_x	imp_curr_r_x	met_curr_r_x	imp_curr_I_y	met_curr_I_y	imp_curr_Z_y	met_curr_Z_y	imp_curr_S_y	met_curr_S_y	imp_curr_r_y	met_curr_r_y	imp_curr_I_z	met_curr_I_z	imp_curr_r_z	met_curr_r_z	imp_curr_S_z	met_curr_S_z	imp_curr_J	met_curr_J	imp_curr_C_w	met_curr_C_w	imp_curr_C	met_curr_C	imp_curr_W_no	met_curr_W_no	imp_curr_S_w1	met_curr_S_w1	imp_curr_S_w2	met_curr_S_w2	imp_curr_S_w3	met_curr_S_w3	imp_curr_Q_f	met_curr_Q_f	imp_curr_Q_w	met_curr_Q_w	imp_curr_r_o	met_curr_r_o	imp_curr_H	met_curr_H	imp_curr_tan(ALPHA)	met_curr_tanALPHA	imp_curr_Q_s	met_curr_Q_s	imp_curr_I_w	met_curr_I_w	imp_curr_z_A	met_curr_z_A	imp_curr_z_B	met_curr_z_B	imp_curr_z_C	met_curr_z_C	imp_curr_w_A	met_curr_w_A	imp_curr_w_B	met_curr_w_B	imp_curr_w_C	met_curr_w_C	imp_curr_S_wA	met_curr_S_wA	imp_curr_S_wB	met_curr_S_wB	imp_curr_S_wC	met_curr_S_wC	imp_curr_S_zA	met_curr_S_zA	imp_curr_S_zB	met_curr_S_zB	imp_curr_S_zC	met_curr_S_zC	imp_curr_r_ts	met_curr_r_ts	imp_curr_h_o	met_curr_h_o	imp_curr_P_A	met_curr_P_A	imp_curr_P_B	met_curr_P_B
AISC_LRFD_14	L	L5X3X3/8	L127X76X9.5	L5X3X3/8	L127X76X9.5	L5X3	L127X76		474	9.80	14.5	2.86	1850	3.00	76.2															5.00	127													0.375	9.53					0.813	20.7	0.8125	20.6			0.698	17.7	1.69	42.9			0.286	7.26	1.19	30.2			13.3	13.3									7.35	3060000.00	3.93	64400.0	2.22	36400.0	1.60	40.6	2.01	837000.000	1.57	25700.0	0.874	14300.0	0.838	21.3	1.20	499000	0.646	16.4	0.726	11900	0.141	58700.0	0.196	52600000															2.41	61.2			0.364	0.364	0.983	0.980	8.16	3400000.00	2.20	55.9	1.35	34.3	3.29	83.6	1.65	41.9	1.23	31.2	0.652	16.6	3.71	60800	6.05	99100	2.48	40600	0.728	11900	0.973	15900	1.84	30200								
AISC_LRFD_14	L	L5X3X5/16	L127X76X7.9	L5X3X5/16	L127X76X7.9	L5X3	L127X76		475	8.20	12.1	2.41	1550	3.00	76.2															5.00	127													0.313	7.94					0.750	19.1	0.75	19.1			0.673	17.1	1.67	42.4			0.241	6.12	1.14	29.0			16.0	16.0									6.24	2600000.00	3.32	54400.0	1.87	30600.0	1.61	40.9	1.72	716000.000	1.31	21500.0	0.739	12100.0	0.846	21.5	1.01	420000.000	0.649	16.5	0.610	10000.0	0.0832	34600.0	0.116	31200000															2.42	61.5			0.368	0.368	0.912	0.910	6.95	2890000	2.22	56.4	1.33	33.8	3.30	83.8	1.66	42.2	1.21	30.7	0.665	16.9	3.12	51100	5.21	85400	2.10	34400	0.608	9960	0.836	13700	1.52	24900								
AISC_LRFD_14	L	L5X3X1/4	L127X76X6.4	L5X3X1/4	L127X76X6.4	L5X3	L127X76		476	6.60	9.80	1.94	1250	3.00	76.2															5.00	127													0.250	6.35					0.688	17.5	0.6875	17.5			0.648	16.5	1.64	41.7			0.194	4.93	1.12	28.4			20.0	20.0									5.09	2120000.00	2.68	43900.0	1.51	24700.0	1.62	41.1	1.41	587000.000	1.05	17200.0	0.600	9830.00	0.853	21.7	0.825	343000	0.652	16.6	0.491	8050	0.0438	18200.0	0.0606	16300000															2.43	61.7			0.371	0.371	0.804	0.800	5.68	2360000	2.24	56.9	1.31	33.3	3.33	84.6	1.68	42.7	1.18	30.0	0.677	17.2	2.54	41600	4.33	71000	1.70	27900	0.491	8050	0.701	11500	1.22	20000.0								
AISC_LRFD_14	L	L4X4X3/4	L102X102X19	L4X4X3/4	L102X102X19	L4X4	L102X102		477	18.5	27.5	5.44	3510	4.00	102															4.00	102													0.750	19.1					1.13	28.7	1.125	28.6			1.27	32.3	1.27	32.3			0.680	17.3	0.680	17.3			5.33	5.33									7.62	3170000.00	5.02	82300.0	2.79	45700.0	1.18	30.0	7.62	3170000.00	5.02	82300.0	2.79	45700.0	1.18	30.0	3.25	1350000	0.774	19.7	1.81	29700	1.02	425000	1.12	301000000															2.10	53.3	0.640	0.640	1.00	1.00	1.00	1.00	12.0	4990000	2.56	65.0	0.00	0.00	2.56	65.0	1.30	33.0	1.80	45.7	1.30	33.0	4.68	76700			4.68	76700	2.50	41000.0	1.81	29700	2.51	41100								
AISC_LRFD_14	L	L4X4X5/8	L102X102X15.9	L4X4X5/8	L102X102X15.9	L4X4	L102X102		478	15.7	23.4	4.61	2970	4.00	102															4.00	102													0.625	15.9					1.00	25.4	1	25.4			1.22	31.0	1.22	31.0			0.576	14.6	0.576	14.6			6.40	6.40									6.62	2760000.00	4.28	70100.0	2.38	39000.0	1.20	30.5	6.62	2760000.00	4.28	70100.0	2.38	39000.0	1.20	30.5	2.76	1150000	0.774	19.7	1.59	26100	0.610	254000	0.680	183000000															2.13	54.1	0.630	0.630	1.00	1.00	1.00	1.00	10.5	4370000	2.61	66.3	0.00	0.00	2.61	66.3	1.32	33.5	1.73	43.9	1.32	33.5	4.03	66000.0			4.03	66000.0	2.08	34100	1.60	26200	2.09	34200								
AISC_LRFD_14	L	L4X4X1/2	L102X102X12.7	L4X4X1/2	L102X102X12.7	L4X4	L102X102		479	12.8	19.0	3.75	2420	4.00	102															4.00	102													0.500	12.7					0.875	22.2	0.875	22.2			1.18	30.0	1.18	30.0			0.469	11.9	0.469	11.9			8.00	8.00									5.52	2300000.00	3.50	57400.0	1.96	32100.0	1.21	30.7	5.52	2300000.00	3.50	57400.0	1.96	32100.0	1.21	30.7	2.25	937000	0.776	19.7	1.35	22100	0.322	134000	0.366	98300000															2.16	54.9	0.630	0.630	1.00	1.00	1.00	1.00	8.79	3660000	2.65	67.3	0.00	0.00	2.65	67.3	1.34	34.0	1.67	42.4	1.34	34	3.32	54400			3.31	54200	1.68	27500	1.35	22100	1.68	27500								
AISC_LRFD_14	L	L4X4X7/16	L102X102X11.1	L4X4X7/16	L102X102X11.1	L4X4	L102X102		480	11.3	16.8	3.30	2130	4.00	102															4.00	102													0.438	11.1					0.813	20.7	0.8125	20.6			1.15	29.2	1.15	29.2			0.413	10.5	0.413	10.5			9.13	9.13									4.93	2050000.00	3.10	50800.0	1.73	28300.0	1.22	31.0	4.93	2050000.00	3.10	50800.0	1.73	28300.0	1.22	31.0	1.99	828000	0.777	19.7	1.22	20000.0	0.220	91600.0	0.252	67700000															2.18	55.4	0.630	0.630	1.00	1.00	1.00	1.00	7.86	3270000	2.67	67.8	0.00	0.00	2.67	67.8	1.36	34.5	1.63	41.4	1.36	34.5	2.94	48200			2.94	48200	1.47	24100	1.22	20000.0	1.47	24100								
AISC_LRFD_14	L	L4X4X3/8	L102X102X9.5	L4X4X3/8	L102X102X9.5	L4X4	L102X102		481	9.80	14.6	2.86	1850	4.00	102															4.00	102													0.375	9.53					0.750	19.1	0.75	19.1			1.13	28.7	1.13	28.7			0.358	9.09	0.358	9.09			10.7	10.7									4.32	1800000.00	2.69	44100.0	1.50	24600.0	1.23	31.2	4.32	1800000.00	2.69	44100.0	1.50	24600.0	1.23	31.2	1.73	720000.000	0.779	19.8	1.08	17700	0.141	58700.0	0.162	43500000															2.19	55.6	0.630	0.630	1.00	1.00	1.00	1.00	6.91	2880000	2.70	68.6	0.00	0.00	2.70	68.6	1.36	34.5	1.60	40.6	1.36	34.5	2.56	42000.0			2.56	42000.0	1.27	20800	1.08	17700	1.27	20800								
AISC_LRFD_14	L	L4X4X5/16	L102X102X7.9	L4X4X5/16	L102X102X7.9	L4X4	L102X102		482	8.20	12.2	2.40	1550	4.00	102															4.00	102													0.313	7.94					0.688	17.5	0.6875	17.5			1.11	28.2	1.11	28.2			0.300	7.62	0.300	7.62			12.8	12.8									3.67	1530000.00	2.26	37000.0	1.27	20800.0	1.24	31.5	3.67	1530000.00	2.26	37000.0	1.27	20800.0	1.24	31.5	1.46	608000	0.781	19.8	0.936	15300	0.0832	34600.0	0.0963	25900000															2.21	56.1	0.630	0.630	1.00	1.00	0.997	1.00	5.88	2450000	2.72	69.1	0.00	0.00	2.72	69.1	1.37	34.8	1.57	39.9	1.37	34.8	2.16	35400			2.16	35400	1.07	17500	0.930	15200	1.07	17500								
AISC_LRFD_14	L	L4X4X1/4	L102X102X6.4	L4X4X1/4	L102X102X6.4	L4X4	L102X102		483	6.60	9.80	1.93	1250	4.00	102															4.00	102													0.250	6.35					0.625	15.9	0.625	15.9			1.08	27.4	1.08	27.4			0.241	6.12	0.241	6.12			16.0	16.0									3.00	1250000.00	1.82	29800.0	1.03	16900.0	1.25	31.8	3.00	1250000.00	1.82	29800.0	1.03	16900.0	1.25	31.8	1.19	495000	0.783	19.9	0.776	12700	0.0438	18200.0	0.0505	13600000															2.22	56.4	0.630	0.630	1.00	1.00	0.912	0.910	4.82	2010000	2.74	69.6	0.00	0.00	2.74	69.6	1.39	35.3	1.53	38.9	1.39	35.3	1.76	28800			1.76	28800	0.856	14000.0	0.779	12800	0.857	14000.0								
AISC_LRFD_14	L	L4X3-1/2X1/2	L102X89X12.7	L4X3-1/2X1/2	L102X89X12.7	L4X3-1/2	L102X89		484	11.9	17.6	3.50	2260	3.50	88.9															4.00	102													0.500	12.7					0.875	22.2	0.875	22.2			0.994	25.2	1.24	31.5			0.438	11.1	0.500	12.7			8.00	8.00									5.30	2210000.00	3.46	56700.0	1.92	31500.0	1.23	31.2	3.76	1570000.00	2.69	44100.0	1.50	24600.0	1.04	26.4	1.79	745000	0.716	18.2	1.17	19200	0.301	125000	0.302	81100000															2.03	51.6			0.750	0.750	1.00	1.00	7.26	3020000	2.29	58.2	0.397	10.1	2.66	67.6	1.41	35.8	1.54	39.1	1.06	26.9	3.16	51800	18.4	302000	2.74	44900	1.27	20800	1.16	19000.0	1.69	27700								
AISC_LRFD_14	L	L4X3-1/2X3/8	L102X89X9.5	L4X3-1/2X3/8	L102X89X9.5	L4X3-1/2	L102X89		485	9.10	13.5	2.68	1730	3.50	88.9															4.00	102													0.375	9.53					0.750	19.1	0.75	19.1			0.947	24.1	1.20	30.5			0.335	8.51	0.427	10.8			10.7	10.7									4.15	1730000.00	2.66	43600.0	1.48	24300.0	1.25	31.8	2.96	1230000.00	2.06	33800.0	1.16	19000.0	1.05	26.7	1.39	579000	0.719	18.3	0.938	15400	0.132	54900.0	0.134	36000000															2.06	52.3			0.755	0.755	1.00	1.00	5.73	2390000	2.35	59.7	0.387	9.83	2.69	68.3	1.43	36.3	1.48	37.6	1.08	27.4	2.44	40000.0	14.8	243000	2.13	34900	0.974	16000.0	0.940	15400	1.28	21000.0								
AISC_LRFD_14	L	L4X3-1/2X5/16	L102X89X7.9	L4X3-1/2X5/16	L102X89X7.9	L4X3-1/2	L102X89		486	7.70	11.4	2.25	1450	3.50	88.9															4.00	102													0.313	7.94					0.688	17.5	0.6875	17.5			0.923	23.4	1.17	29.7			0.281	7.14	0.400	10.2			12.8	12.8									3.53	1470000.00	2.24	36700.0	1.25	20500.0	1.25	31.8	2.52	1050000.00	1.74	28500.0	0.980	16100.0	1.06	26.9	1.16	483000	0.721	18.3	0.811	13300	0.0782	32500.0	0.0798	21400000															2.08	52.8			0.757	0.757	0.997	1.00	4.88	2030000	2.36	59.9	0.376	9.55	2.72	69.1	1.44	36.6	1.44	36.6	1.10	27.9	2.06	33800	13.0	213000	1.79	29300	0.804	13200	0.804	13200	1.06	17400								
AISC_LRFD_14	L	L4X3-1/2X1/4	L102X89X6.4	L4X3-1/2X1/4	L102X89X6.4	L4X3-1/2	L102X89		487	6.20	9.20	1.82	1170	3.50	88.9															4.00	102													0.250	6.35					0.625	15.9	0.625	15.9			0.897	22.8	1.14	29.0			0.228	5.79	0.360	9.14			16.0	16.0									2.89	1200000.00	1.81	29700.0	1.01	16600.0	1.26	32.0	2.07	862000.000	1.40	22900.0	0.794	13000.0	1.07	27.2	0.953	397000	0.723	18.4	0.653	10700	0.0412	17100.0	0.0419	11300000															2.09	53.1			0.759	0.759	0.912	0.910	4.01	1670000	2.38	60.5	0.365	9.27	2.74	69.6	1.46	37.1	1.40	35.6	1.11	28.2	1.68	27500	11.0	180000	1.46	23900	0.653	10700	0.679	11100	0.856	14000.0								
AISC_LRFD_14	L	L4X3X5/8	L102X76X15.9	L4X3X5/8	L102X76X15.9	L4X3	L102X76		488	13.6	20.2	3.99	2570	3.00	76.2															4.00	102													0.625	15.9					1.00	25.4	1	25.4			0.867	22.0	1.37	34.8			0.499	12.7	0.808	20.5			6.40	6.40									6.01	2500000.00	4.08	66900.0	2.28	37400.0	1.23	31.2	2.85	1190000.00	2.45	40100.0	1.34	22000.0	0.845	21.5	1.59	662000	0.631	16.0	1.13	18500	0.529	220000	0.472	127000000															1.91	48.5			0.534	0.534	1.00	1.00	7.27	3030000	1.94	49.3	0.801	20.3	2.58	65.5	1.38	35.1	1.41	35.8	0.749	19.0	3.75	61500	9.08	149000	2.82	46200	1.15	18800	1.13	18500	2.12	34700								
AISC_LRFD_14	L	L4X3X1/2	L102X76X12.7	L4X3X1/2	L102X76X12.7	L4X3	L102X76		489	11.1	16.4	3.25	2100	3.00	76.2															4.00	102													0.500	12.7					0.875	22.2	0.875	22.2			0.822	20.9	1.32	33.5			0.406	10.3	0.750	19.1			8.00	8.00									5.02	2090000.00	3.36	55100.0	1.87	30600.0	1.24	31.5	2.40	999000.000	1.99	32600.0	1.10	18000.0	0.858	21.8	1.30	541000	0.633	16.1	0.927	15200	0.281	117000	0.255	68500000															1.94	49.3			0.542	0.542	1.00	1.00	6.12	2550000	1.98	50.3	0.768	19.5	2.63	66.8	1.40	35.6	1.35	34.3	0.777	19.7	3.09	50600	7.96	130000	2.33	38200	0.926	15200	0.962	15800	1.68	27500								
AISC_LRFD_14	L	L4X3X3/8	L102X76X9.5	L4X3X3/8	L102X76X9.5	L4X3	L102X76		490	8.50	12.6	2.49	1610	3.00	76.2															4.00	102													0.375	9.53					0.750	19.1	0.75	19.1			0.775	19.7	1.27	32.3			0.311	7.90	0.680	17.3			10.7	10.7									3.94	1640000.00	2.60	42600.0	1.44	23600.0	1.26	32.0	1.89	787000.000	1.52	24900.0	0.851	13900.0	0.873	22.2	1.00	416000	0.636	16.2	0.705	11600	0.123	51200.0	0.114	30600000															1.97	50.0			0.551	0.551	1.00	1.00	4.82	2010000	2.02	51.3	0.739	18.8	2.68	68.1	1.43	36.3	1.29	32.8	0.801	20.3	2.38	39000.0	6.53	107000	1.80	29500	0.701	11500	0.774	12700	1.24	20300								
AISC_LRFD_14	L	L4X3X5/16	L102X76X7.9	L4X3X5/16	L102X76X7.9	L4X3	L102X76		491	7.20	10.7	2.09	1350	3.00	76.2															4.00	102													0.313	7.94					0.688	17.5	0.6875	17.5			0.750	19.1	1.25	31.8			0.261	6.63	0.656	16.7			12.8	12.8									3.36	1400000.00	2.19	35900.0	1.22	20000.0	1.27	32.3	1.62	674000.000	1.28	21000.0	0.721	11800.0	0.880	22.4	0.849	353000	0.638	16.2	0.591	9680	0.0731	30400.0	0.0676	18200000															1.98	50.3			0.554	0.554	0.997	1.00	4.13	1720000	2.05	52.1	0.730	18.5	2.69	68.3	1.44	36.6	1.26	32.0	0.814	20.7	2.02	33100	5.66	92800	1.53	25100	0.590	9670	0.673	11000.0	1.04	17000.0								
AISC_LRFD_14	L	L4X3X1/4	L102X76X6.4	L4X3X1/4	L102X76X6.4	L4X3	L102X76		492	5.80	8.60	1.69	1090	3.00	76.2															4.00	102													0.250	6.35					0.625	15.9	0.625	15.9			0.725	18.4	1.22	31.0			0.211	5.36	0.620	15.7			16.0	16.0									2.75	1140000.00	1.77	29000.0	0.988	16200.0	1.27	32.3	1.33	554000.000	1.03	16900.0	0.585	9590.00	0.887	22.5	0.692	288000	0.639	16.2	0.476	7800.00	0.0386	16100.0	0.0356	9560000															1.99	50.5			0.558	0.558	0.912	0.910	3.39	1410000	2.06	52.3	0.713	18.1	2.72	69.1	1.46	37.1	1.23	31.2	0.828	21.0	1.64	26900	4.76	78000.0	1.25	20500	0.476	7800.00	0.564	9240	0.833	13700								
AISC_LRFD_14	L	L3-1/2X3-1/2X1/2	L89X89X12.7	L3-1/2X3-1/2X1/2	L89X89X12.7	L3-1/2X3-1/2	L89X89		493	11.1	16.5	3.25	2100	3.50	88.9															3.50	88.9													0.500	12.7					0.875	22.2	0.875	22.2			1.05	26.7	1.05	26.7			0.464	11.8	0.464	11.8			7.00	7.00									3.63	1510000.00	2.66	43600.0	1.48	24300.0	1.05	26.7	3.63	1510000.00	2.66	43600.0	1.48	24300.0	1.05	26.7	1.51	629000	0.679	17.2	1.01	16600	0.281	117000	0.238	63900000															1.87	47.5	0.630	0.630	1.00	1.00	1.00	1.00	5.75	2390000	2.30	58.4	0.00	0.00	2.30	58.4	1.17	29.7	1.48	37.6	1.17	29.7	2.50	41000.0			2.50	41000.0	1.29	21100	1.02	16700	1.30	21300								
AISC_LRFD_14	L	L3-1/2X3-1/2X7/16	L89X89X11.1	L3-1/2X3-1/2X7/16	L89X89X11.1	L3-1/2X3-1/2	L89X89		494	9.80	14.6	2.89	1860	3.50	88.9															3.50	88.9													0.438	11.1					0.813	20.7	0.8125	20.6			1.03	26.2	1.03	26.2			0.413	10.5	0.413	10.5			7.99	7.99									3.25	1350000.00	2.36	38700.0	1.32	21600.0	1.06	26.9	3.25	1350000.00	2.36	38700.0	1.32	21600.0	1.06	26.9	1.33	554000	0.681	17.3	0.920	15100	0.192	79900.0	0.164	44000000															1.89	48.0	0.630	0.630	1.00	1.00	1.00	1.00	5.16	2150000	2.32	58.9	0.00	0.00	2.32	58.9	1.17	29.7	1.46	37.1	1.17	29.7	2.22	36400			2.22	36400	1.13	18500	0.913	15000.0	1.13	18500								
AISC_LRFD_14	L	L3-1/2X3-1/2X3/8	L89X89X9.5	L3-1/2X3-1/2X3/8	L89X89X9.5	L3-1/2X3-1/2	L89X89		495	8.50	12.6	2.50	1610	3.50	88.9															3.50	88.9													0.375	9.53					0.750	19.1	0.75	19.1			1.00	25.4	1.00	25.4			0.357	9.07	0.357	9.07			9.33	9.33									2.86	1190000.00	2.06	33800.0	1.15	18800.0	1.07	27.2	2.86	1190000.00	2.06	33800.0	1.15	18800.0	1.07	27.2	1.17	487000	0.683	17.3	0.821	13500	0.123	51200.0	0.106	28500000															1.90	48.3	0.630	0.630	1.00	1.00	1.00	1.00	4.55	1890000	2.34	59.4	0.00	0.00	2.34	59.4	1.19	30.2	1.41	35.8	1.19	30.2	1.94	31800			1.94	31800	0.980	16100	0.827	13600	0.981	16100								
AISC_LRFD_14	L	L3-1/2X3-1/2X5/16	L89X89X7.9	L3-1/2X3-1/2X5/16	L89X89X7.9	L3-1/2X3-1/2	L89X89		496	7.20	10.7	2.10	1350	3.50	88.9															3.50	88.9													0.313	7.94					0.688	17.5	0.6875	17.5			0.979	24.9	0.979	24.9			0.300	7.62	0.300	7.62			11.2	11.2									2.44	1020000.00	1.74	28500.0	0.969	15900.0	1.08	27.4	2.44	1020000.00	1.74	28500.0	0.969	15900.0	1.08	27.4	0.984	410000.000	0.685	17.4	0.714	11700	0.0731	30400.0	0.0634	17000000															1.92	48.8	0.630	0.630	1.00	1.00	1.00	1.00	3.89	1620000	2.36	59.9	0.00	0.00	2.36	59.9	1.20	30.5	1.38	35.1	1.20	30.5	1.65	27000.0			1.65	27000.0	0.819	13400	0.711	11700	0.820	13400								
AISC_LRFD_14	L	L3-1/2X3-1/2X1/4	L89X89X6.4	L3-1/2X3-1/2X1/4	L89X89X6.4	L3-1/2X3-1/2	L89X89		497	5.80	8.60	1.70	1100	3.50	88.9															3.50	88.9													0.250	6.35					0.625	15.9	0.625	15.9			0.954	24.2	0.954	24.2			0.243	6.17	0.243	6.17			14.0	14.0									2.00	832000.000	1.41	23100.0	0.787	12900.0	1.09	27.7	2.00	832000.000	1.41	23100.0	0.787	12900.0	1.09	27.7	0.802	334000	0.688	17.5	0.598	9800.00	0.0386	16100.0	0.0334	8970000															1.93	49.0	0.630	0.630	1.00	1.00	0.965	0.970	3.19	1330000	2.39	60.7	0.00	0.00	2.39	60.7	1.21	30.7	1.35	34.3	1.21	30.7	1.34	22000.0			1.34	22000.0	0.660	10800	0.594	9730	0.661	10800								
AISC_LRFD_14	L	L3-1/2X3X1/2	L89X76X12.7	L3-1/2X3X1/2	L89X76X12.7	L3-1/2X3	L89X76		498	10.2	15.1	3.02	1950	3.00	76.2															3.50	88.9													0.500	12.7					0.875	22.2	0.875	22.2			0.869	22.1	1.12	28.4			0.431	10.9	0.480	12.2			7.00	7.00									3.45	1440000.00	2.61	42800.0	1.45	23800.0	1.07	27.2	2.32	966000.000	1.97	32300.0	1.09	17900.0	0.877	22.3	1.15	479000	0.618	15.7	0.851	13900	0.260	108000	0.191	51300000															1.75	44.5			0.713	0.713	1.00	1.00	4.62	1920000	1.95	49.5	0.407	10.3	2.30	58.4	1.23	31.2	1.36	34.5	0.878	22.3	2.38	39000.0	11.3	185000	2.01	32900	0.934	15300	0.847	13900	1.31	21500								
AISC_LRFD_14	L	L3-1/2X3X7/16	L89X76X11.1	L3-1/2X3X7/16	L89X76X11.1	L3-1/2X3	L89X76		499	9.10	13.5	2.67	1720	3.00	76.2															3.50	88.9													0.438	11.1					0.813	20.7	0.8125	20.6			0.846	21.5	1.09	27.7			0.381	9.68	0.449	11.4			7.99	7.99									3.10	1290000.00	2.32	38000.0	1.29	21100.0	1.08	27.4	2.09	870000.000	1.75	28700.0	0.971	15900.0	0.885	22.5	1.02	425000	0.620	15.7	0.774	12700	0.178	74100.0	0.132	35400000															1.76	44.7			0.717	0.717	1.00	1.00	4.16	1730000	1.96	49.8	0.393	9.98	2.32	58.9	1.24	31.5	1.32	33.5	0.894	22.7	2.12	34700	10.6	174000	1.79	29300	0.821	13500	0.771	12600	1.14	18700								
AISC_LRFD_14	L	L3-1/2X3X3/8	L89X76X9.5	L3-1/2X3X3/8	L89X76X9.5	L3-1/2X3	L89X76		500	7.90	11.7	2.32	1500	3.00	76.2															3.50	88.9													0.375	9.53					0.750	19.1	0.75	19.1			0.823	20.9	1.07	27.2			0.331	8.41	0.407	10.3			9.33	9.33									2.73	1140000.00	2.03	33300.0	1.12	18400.0	1.09	27.7	1.84	766000.000	1.52	24900.0	0.847	13900.0	0.892	22.7	0.894	372000	0.622	15.8	0.692	11300	0.114	47500.0	0.0858	23000000															1.78	45.2			0.720	0.720	1.00	1.00	3.68	1530000	1.99	50.5	0.389	9.88	2.34	59.4	1.25	31.8	1.29	32.8	0.901	22.9	1.85	30300	9.50	156000	1.57	25700	0.715	11700	0.691	11300	0.989	16200								
AISC_LRFD_14	L	L3-1/2X3X5/16	L89X76X7.9	L3-1/2X3X5/16	L89X76X7.9	L3-1/2X3	L89X76		501	6.60	9.80	1.95	1260	3.00	76.2															3.50	88.9													0.313	7.94					0.688	17.5	0.6875	17.5			0.798	20.3	1.05	26.7			0.279	7.09	0.380	9.65			11.2	11.2									2.33	970000.000	1.72	28200.0	0.951	15600.0	1.09	27.7	1.58	658000.000	1.28	21000.0	0.718	11800.0	0.900	22.9	0.758	316000	0.624	15.8	0.602	9870	0.0680	28300.0	0.0512	13700000															1.79	45.5			0.722	0.722	1.00	1.00	3.15	1310000	2.01	51.1	0.383	9.73	2.36	59.9	1.26	32.0	1.26	32.0	0.916	23.3	1.56	25600	8.19	134000	1.33	21800	0.600	9830	0.601	9850	0.830	13600								
AISC_LRFD_14	L	L3-1/2X3X1/4	L89X76X6.4	L3-1/2X3X1/4	L89X76X6.4	L3-1/2X3	L89X76		502	5.40	8.00	1.58	1020	3.00	76.2															3.50	88.9													0.250	6.35					0.625	15.9	0.625	15.9			0.773	19.6	1.02	25.9			0.226	5.74	0.340	8.64			14.0	14.0									1.92	799000.000	1.39	22800.0	0.773	12700.0	1.10	27.9	1.30	541000.000	1.04	17000.0	0.585	9590.00	0.908	23.1	0.622	259000	0.628	16.0	0.487	7980	0.0360	15000.0	0.0270	7250000															1.80	45.7			0.725	0.725	0.965	0.970	2.60	1080000	2.03	51.6	0.374	9.50	2.39	60.7	1.28	32.5	1.22	31.0	0.928	23.6	1.28	21000.0	6.98	114000	1.09	17900	0.487	7980	0.508	8320	0.669	11000.0								
AISC_LRFD_14	L	L3-1/2X2-1/2X1/2	L89X64X12.7	L3-1/2X2-1/2X1/2	L89X64X12.7	L3-1/2X2-1/2	L89X64		503	9.40	13.9	2.77	1790	2.50	63.5															3.50	88.9													0.500	12.7					0.875	22.2	0.875	22.2			0.701	17.8	1.20	30.5			0.396	10.1	0.730	18.5			7.00	7.00									3.24	1350000.00	2.52	41300.0	1.41	23100.0	1.08	27.4	1.36	566000.000	1.39	22800.0	0.756	12400.0	0.701	17.8	0.781	325000	0.532	13.5	0.649	10600	0.234	97400.0	0.159	42700000															1.66	42.2			0.485	0.485	1.00	1.00	3.82	1590000	1.64	41.7	0.774	19.7	2.27	57.7	1.2	30.5	1.15	29.2	0.598	15.2	2.33	38200	4.94	81000.0	1.69	27700	0.649	10600	0.676	11100	1.30	21300								
AISC_LRFD_14	L	L3-1/2X2-1/2X3/8	L89X64X9.5	L3-1/2X2-1/2X3/8	L89X64X9.5	L3-1/2X2-1/2	L89X64		504	7.20	10.7	2.12	1370	2.50	63.5															3.50	88.9													0.375	9.53					0.750	19.1	0.75	19.1			0.655	16.6	1.15	29.2			0.303	7.70	0.673	17.1			9.33	9.33									2.56	1070000.00	1.96	32100.0	1.09	17900.0	1.10	27.9	1.09	454000.000	1.07	17500.0	0.589	9650.00	0.716	18.2	0.609	253000	0.535	13.6	0.496	8130	0.103	42900.0	0.0714	19200000															1.69	42.9			0.495	0.495	1.00	1.00	3.04	1270000	1.68	42.7	0.739	18.8	2.31	58.7	1.22	31.0	1.10	27.9	0.626	15.9	1.81	29700	4.11	67400	1.31	21500	0.497	8140	0.555	9090	0.975	16000.0								
