Database Key	Shape Family Key	imp_key	met_key	imp_displayName	met_displayName	imp_group	met_group	note	defaultOrder	imp_curr_W	met_curr_W	imp_curr_A	met_curr_A	imp_curr_d	met_curr_d	imp_curr_d_det	met_curr_d_det	imp_curr_Ht	met_curr_Ht	imp_curr_h	met_curr_h	imp_curr_OD	met_curr_OD	imp_curr_b_f	met_curr_b_f	imp_curr_b_fdet	met_curr_b_fdet	imp_curr_B	met_curr_B	imp_curr_b	met_curr_b	imp_curr_ID	met_curr_ID	imp_curr_t_w	met_curr_t_w	imp_curr_t_wdet	met_curr_t_wdet	imp_curr_t_wdet/2	met_curr_t_wdet/2	imp_curr_t_f	met_curr_t_f	imp_curr_t_fdet	met_curr_t_fdet	imp_curr_t	met_curr_t	imp_curr_t_nom	met_curr_t_nom	imp_curr_t_des	met_curr_t_des	imp_curr_k_des	met_curr_k_des	imp_curr_k_det	met_curr_k_det	imp_curr_k_1	met_curr_k_1	imp_curr_x	met_curr_x	imp_curr_y	met_curr_y	imp_curr_e_o	met_curr_e_o	imp_curr_x_p	met_curr_x_p	imp_curr_y_p	met_curr_y_p	imp_curr_b_f/2t_f	met_curr_b_f/2t_f	imp_curr_b/t	met_curr_b/t	imp_curr_b/t_des	met_curr_b/t_des	imp_curr_h/t_w	met_curr_h/t_w	imp_curr_h/t_des	met_curr_h/t_des	imp_curr_D/t	met_curr_D/t	imp_curr_I_x	met_curr_I_x	imp_curr_Z_x	met_curr_Z_x	imp_curr_S_x	met_curr_S_x	imp_curr_r_x	met_curr_r_x	imp_curr_I_y	met_curr_I_y	imp_curr_Z_y	met_curr_Z_y	imp_curr_S_y	met_curr_S_y	imp_curr_r_y	met_curr_r_y	imp_curr_I_z	met_curr_I_z	imp_curr_r_z	met_curr_r_z	imp_curr_S_z	met_curr_S_z	imp_curr_J	met_curr_J	imp_curr_C_w	met_curr_C_w	imp_curr_C	met_curr_C	imp_curr_W_no	met_curr_W_no	imp_curr_S_w1	met_curr_S_w1	imp_curr_S_w2	met_curr_S_w2	imp_curr_S_w3	met_curr_S_w3	imp_curr_Q_f	met_curr_Q_f	imp_curr_Q_w	met_curr_Q_w	imp_curr_r_o	met_curr_r_o	imp_curr_H	met_curr_H	imp_curr_tan(ALPHA)	met_curr_tanALPHA	imp_curr_Q_s	met_curr_Q_s	imp_curr_I_w	met_curr_I_w	imp_curr_z_A	met_curr_z_A	imp_curr_z_B	met_curr_z_B	imp_curr_z_C	met_curr_z_C	imp_curr_w_A	met_curr_w_A	imp_curr_w_B	met_curr_w_B	imp_curr_w_C	met_curr_w_C	imp_curr_S_wA	met_curr_S_wA	imp_curr_S_wB	met_curr_S_wB	imp_curr_S_wC	met_curr_S_wC	imp_curr_S_zA	met_curr_S_zA	imp_curr_S_zB	met_curr_S_zB	imp_curr_S_zC	met_curr_S_zC	imp_curr_r_ts	met_curr_r_ts	imp_curr_h_o	met_curr_h_o	imp_curr_P_A	met_curr_P_A	imp_curr_P_B	met_curr_P_B
AISC_LRFD_14	HSSSquare	HSS6X6X.375	HSS152.4X152.4X9.5	HSS6X6X3/8	HSS152.4X152.4X9.5	HSS6	HSS152.4		1687	27.48	40.8	7.58	4890					6.00	152	4.95	126							6.00	152	4.95	126															0.375	9.53	0.349	8.86																					14.2	14.2			14.2	14.2			39.5	16400000.0	15.8	259000	13.2	216000	2.28	57.9	39.5	16400000	15.8	259000	13.2	216000	2.28	57.9							64.6	26900000			22.1	362000																																																						
AISC_LRFD_14	HSSSquare	HSS6X6X.313	HSS152.4X152.4X7.9	HSS6X6X5/16	HSS152.4X152.4X7.9	HSS6	HSS152.4		1688	23.34	34.6	6.43	4150					6.00	152	5.13	130							6.00	152	5.13	130															0.3125	7.94	0.291	7.39																					17.6	17.6			17.6	17.6			34.3	14300000.0	13.6	223000	11.4	187000	2.31	58.7	34.3	14300000	13.6	223000	11.4	187000	2.31	58.7							55.4	23100000			18.9	310000																																																						
AISC_LRFD_14	HSSSquare	HSS6X6X.250	HSS152.4X152.4X6.4	HSS6X6X1/4	HSS152.4X152.4X6.4	HSS6	HSS152.4		1689	19.02	28.3	5.24	3380					6.00	152	5.30	135							6.00	152	5.30	135															0.250	6.35	0.233	5.92																					22.7	22.7			22.7	22.7			28.6	11900000.0	11.2	184000	9.54	156000	2.34	59.4	28.6	11900000	11.2	184000	9.54	156000	2.34	59.4							45.6	19000000			15.4	252000																																																						
AISC_LRFD_14	HSSSquare	HSS6X6X.188	HSS152.4X152.4X4.8	HSS6X6X3/16	HSS152.4X152.4X4.8	HSS6	HSS152.4		1690	14.53	21.6	3.98	2570					6.00	152	5.48	139							6.00	152	5.48	139															0.1875	4.76	0.174	4.42																					31.5	31.5			31.5	31.5			22.3	9280000.00	8.63	141000	7.42	122000	2.37	60.2	22.3	9280000	8.63	141000	7.42	122000	2.37	60.2							35.0	14600000			11.8	193000																																																						
AISC_LRFD_14	HSSSquare	HSS6X6X.125	HSS152.4X152.4X3.2	HSS6X6X1/8	HSS152.4X152.4X3.2	HSS6	HSS152.4		1691	9.86	14.7	2.70	1740					6.00	152	5.65	144							6.00	152	5.65	144															0.125	3.18	0.116	2.95																					48.7	48.7			48.7	48.7			15.5	6450000.00	5.92	97000.0	5.15	84400.0	2.39	60.7	15.5	6450000	5.92	97000.0	5.15	84400	2.39	60.7							23.9	9950000			8.03	132000																																																						
AISC_LRFD_14	HSSRect	HSS6X5X.500	HSS152.4X127X12.7	HSS6X5X1/2	HSS152.4X127X12.7	HSS6	HSS152.4		1692	31.84	47.2	8.81	5680					6.00	152	4.61	117							5.00	127	3.60	91.4															0.500	12.7	0.465	11.8																					7.74	7.74			9.91	9.91			41.1	17100000.0	17.2	282000	13.7	225000	2.16	54.9	30.8	12800000	15.2	249000	12.3	202000	1.87	47.5							59.8	24900000			23.0	377000																																																						
AISC_LRFD_14	HSSRect	HSS6X5X.375	HSS152.4X127X9.5	HSS6X5X3/8	HSS152.4X127X9.5	HSS6	HSS152.4		1693	24.93	37	6.88	4440					6.00	152	4.95	126							5.00	127	3.95	100															0.375	9.53	0.349	8.86																					11.3	11.3			14.2	14.2			33.9	14100000.0	13.8	226000	11.3	185000	2.22	56.4	25.5	10600000	12.2	200000	10.2	167000	1.92	48.8							48.1	20000000			18.2	298000																																																						
AISC_LRFD_14	HSSRect	HSS6X5X.313	HSS152.4X127X7.9	HSS6X5X5/16	HSS152.4X127X7.9	HSS6	HSS152.4		1694	21.21	31.5	5.85	3770					6.00	152	5.13	130							5.00	127	4.13	105															0.3125	7.94	0.291	7.39																					14.2	14.2			17.6	17.6			29.6	12300000.0	11.9	195000	9.85	161000	2.25	57.2	22.3	9280000	10.5	172000	8.91	146000	1.95	49.5							41.4	17200000			15.6	256000																																																						
AISC_LRFD_14	HSSRect	HSS6X5X.250	HSS152.4X127X6.4	HSS6X5X1/4	HSS152.4X127X6.4	HSS6	HSS152.4		1695	17.32	25.7	4.77	3080					6.00	152	5.30	135							5.00	127	4.30	109															0.250	6.35	0.233	5.92																					18.5	18.5			22.7	22.7			24.7	10300000.0	9.87	162000	8.25	135000	2.28	57.9	18.7	7780000	8.72	143000	7.47	122000	1.98	50.3							34.2	14200000			12.8	210000																																																						
AISC_LRFD_14	HSSRect	HSS6X5X.188	HSS152.4X127X4.8	HSS6X5X3/16	HSS152.4X127X4.8	HSS6	HSS152.4		1696	13.25	19.7	3.63	2340					6.00	152	5.48	139							5.00	127	4.48	114															0.1875	4.76	0.174	4.42																					25.7	25.7			31.5	31.5			19.3	8030000.00	7.62	125000	6.44	106000	2.31	58.7	14.6	6080000	6.73	110000	5.84	95700	2.01	51.1							26.3	10900000			9.76	160000																																																						
AISC_LRFD_14	HSSRect	HSS6X5X.125	HSS152.4X127X3.2	HSS6X5X1/8	HSS152.4X127X3.2	HSS6	HSS152.4		1697	9.01	13.4	2.46	1590					6.00	152	5.65	144							5.00	127	4.65	118															0.125	3.18	0.116	2.95																					40.1	40.1			48.7	48.7			13.4	5580000.00	5.24	85900.0	4.48	73400.0	2.34	59.4	10.2	4250000	4.63	75900	4.07	66700	2.03	51.6							18.0	7490000			6.66	109000																																																						
AISC_LRFD_14	HSSRect	HSS6X4X.500	HSS152.4X101.6X12.7	HSS6X4X1/2	HSS152.4X101.6X12.7	HSS6	HSS152.4		1698	28.43	42.1	7.88	5080					6.00	152	4.61	117							4.00	102	2.60	66.0															0.500	12.7	0.465	11.8																					5.59	5.59			9.91	9.91			34.0	14200000.0	14.6	239000	11.3	185000	2.08	52.8	17.8	7410000	11.0	180000	8.89	146000	1.50	38.1							40.3	16800000			17.8	292000																																																						
AISC_LRFD_14	HSSRect	HSS6X4X.375	HSS152.4X101.6X9.5	HSS6X4X3/8	HSS152.4X101.6X9.5	HSS6	HSS152.4		1699	22.37	33.2	6.18	3990					6.00	152	4.95	126							4.00	102	2.95	74.9															0.375	9.53	0.349	8.86																					8.45	8.45			14.2	14.2			28.3	11800000.0	11.9	195000	9.43	155000	2.14	54.4	14.9	6200000.00	8.94	147000	7.47	122000	1.55	39.4							32.8	13700000			14.2	233000																																																						
AISC_LRFD_14	HSSRect	HSS6X4X.313	HSS152.4X101.6X7.9	HSS6X4X5/16	HSS152.4X101.6X7.9	HSS6	HSS152.4		1700	19.08	28.4	5.26	3390					6.00	152	5.13	130							4.00	102	3.13	79.5															0.3125	7.94	0.291	7.39																					10.8	10.8			17.6	17.6			24.8	10300000.0	10.3	169000	8.27	136000	2.17	55.1	13.2	5490000	7.75	127000	6.58	108000	1.58	40.1							28.4	11800000			12.2	200000																																																						
AISC_LRFD_14	HSSRect	HSS6X4X.250	HSS152.4X101.6X6.4	HSS6X4X1/4	HSS152.4X101.6X6.4	HSS6	HSS152.4		1701	15.62	23.2	4.30	2770					6.00	152	5.30	135							4.00	102	3.30	83.8															0.250	6.35	0.233	5.92																					14.2	14.2			22.7	22.7			20.9	8700000.00	8.53	140000	6.96	114000	2.20	55.9	11.1	4620000	6.45	106000	5.56	91100	1.61	40.9							23.6	9820000			10.1	166000																																																						
AISC_LRFD_14	HSSRect	HSS6X4X.188	HSS152.4X101.6X4.8	HSS6X4X3/16	HSS152.4X101.6X4.8	HSS6	HSS152.4		1702	11.97	17.8	3.28	2120					6.00	152	5.48	139							4.00	102	3.48	88.4															0.1875	4.76	0.174	4.42																					20.0	20.0			31.5	31.5			16.4	6830000.00	6.60	108000	5.46	89500.0	2.23	56.6	8.76	3650000	5.00	81900	4.38	71800	1.63	41.4							18.2	7580000			7.74	127000																																																						
AISC_LRFD_14	HSSRect	HSS6X4X.125	HSS152.4X101.6X3.2	HSS6X4X1/8	HSS152.4X101.6X3.2	HSS6	HSS152.4		1703	8.16	12.1	2.23	1440					6.00	152	5.65	144							4.00	102	3.65	92.7															0.125	3.18	0.116	2.95																					31.5	31.5			48.7	48.7			11.4	4750000.00	4.56	74700.0	3.81	62400.0	2.26	57.4	6.15	2560000	3.46	56700	3.08	50500	1.66	42.2							12.6	5240000			5.30	86900.0																																																						
AISC_LRFD_14	HSSRect	HSS6X3X.500	HSS152.4X76.2X12.7	HSS6X3X1/2	HSS152.4X76.2X12.7	HSS6	HSS152.4		1704	25.03	37.1	6.95	4480					6.00	152	4.61	117							3.00	76.2	1.60	40.6															0.500	12.7	0.465	11.8																					3.44	3.44			9.91	9.91			26.8	11200000.0	12.1	198000	8.95	147000	1.97	50.0	8.69	3620000	7.28	119000	5.79	94900	1.12	28.4							23.1	9610000			12.7	208000																																																						
AISC_LRFD_14	HSSRect	HSS6X3X.375	HSS152.4X76.2X9.5	HSS6X3X3/8	HSS152.4X76.2X9.5	HSS6	HSS152.4		1705	19.82	29.4	5.48	3540					6.00	152	4.95	126							3.00	76.2	1.95	49.5															0.375	9.53	0.349	8.86																					5.59	5.59			14.2	14.2			22.7	9450000.00	9.90	162000	7.57	124000	2.04	51.8	7.48	3110000	6.03	98800	4.99	81800	1.17	29.7							19.3	8030000			10.3	169000																																																						
AISC_LRFD_14	HSSRect	HSS6X3X.313	HSS152.4X76.2X7.9	HSS6X3X5/16	HSS152.4X76.2X7.9	HSS6	HSS152.4		1706	16.96	25.2	4.68	3020					6.00	152	5.13	130							3.00	76.2	2.13	54.1															0.3125	7.94	0.291	7.39																					7.32	7.32			17.6	17.6			20.1	8370000.00	8.61	141000	6.69	110000	2.07	52.6	6.67	2780000	5.27	86400	4.45	72900	1.19	30.2							16.9	7030000			8.91	146000																																																						
AISC_LRFD_14	HSSRect	HSS6X3X.250	HSS152.4X76.2X6.4	HSS6X3X1/4	HSS152.4X76.2X6.4	HSS6	HSS152.4		1707	13.91	20.7	3.84	2480					6.00	152	5.30	135							3.00	76.2	2.30	58.4															0.250	6.35	0.233	5.92																					9.87	9.87			22.7	22.7			17.0	7080000.00	7.19	118000	5.66	92800.0	2.10	53.3	5.70	2370000	4.41	72300	3.80	62300	1.22	31.0							14.2	5910000			7.39	121000																																																						
AISC_LRFD_14	HSSRect	HSS6X3X.188	HSS152.4X76.2X4.8	HSS6X3X3/16	HSS152.4X76.2X4.8	HSS6	HSS152.4		1708	10.7	15.9	2.93	1890					6.00	152	5.48	139							3.00	76.2	2.48	63.0															0.1875	4.76	0.174	4.42																					14.3	14.3			31.5	31.5			13.4	5580000.00	5.59	91600.0	4.47	73300.0	2.14	54.4	4.55	1890000	3.45	56500	3.03	49700	1.25	31.8							11.1	4620000			5.71	93600.0																																																						
AISC_LRFD_14	HSSRect	HSS6X3X.125	HSS152.4X76.2X3.2	HSS6X3X1/8	HSS152.4X76.2X3.2	HSS6	HSS152.4		1709	7.31	10.9	2.00	1290					6.00	152	5.65	144							3.00	76.2	2.65	67.3															0.125	3.18	0.116	2.95																					22.8	22.8			48.7	48.7			9.43	3930000.00	3.87	63400.0	3.14	51500.0	2.17	55.1	3.23	1340000	2.40	39300	2.15	35200	1.27	32.3							7.73	3220000			3.93	64400.0																																																						
AISC_LRFD_14	HSSRect	HSS6X2X.375	HSS152.4X50.8X9.5	HSS6X2X3/8	HSS152.4X50.8X9.5	HSS6	HSS152.4		1710	17.27	25.6	4.78	3080					6.00	152	4.95	126							2.00	50.8	0.953	24.2															0.375	9.53	0.349	8.86																					2.73	2.73			14.2	14.2			17.1	7120000.00	7.93	130000	5.71	93600.0	1.89	48.0	2.77	1150000	3.46	56700	2.77	45400	0.760	19.3							8.42	3500000			6.35	104000																																																						
AISC_LRFD_14	HSSRect	HSS6X2X.313	HSS152.4X50.8X7.9	HSS6X2X5/16	HSS152.4X50.8X7.9	HSS6	HSS152.4		1711	14.83	22	4.10	2650					6.00	152	5.13	130							2.00	50.8	1.13	28.7															0.3125	7.94	0.291	7.39																					3.88	3.88			17.6	17.6			15.3	6370000.00	6.95	114000	5.11	83700.0	1.93	49.0	2.52	1050000	3.07	50300	2.52	41300	0.785	19.9							7.60	3160000			5.58	91400.0																																																						
AISC_LRFD_14	HSSRect	HSS6X2X.250	HSS152.4X50.8X6.4	HSS6X2X1/4	HSS152.4X50.8X6.4	HSS6	HSS152.4		1712	12.21	18.1	3.37	2170					6.00	152	5.30	135							2.00	50.8	1.30	33.0															0.250	6.35	0.233	5.92																					5.58	5.58			22.7	22.7			13.1	5450000.00	5.84	95700.0	4.37	71600.0	1.97	50.0	2.21	920000.000	2.61	42800	2.21	36200	0.810	20.6							6.55	2730000			4.70	77000.0																																																						
AISC_LRFD_14	HSSRect	HSS6X2X.188	HSS152.4X50.8X4.8	HSS6X2X3/16	HSS152.4X50.8X4.8	HSS6	HSS152.4		1713	9.42	14	2.58	1660					6.00	152	5.48	139							2.00	50.8	1.48	37.6															0.1875	4.76	0.174	4.42																					8.51	8.51			31.5	31.5			10.5	4370000.00	4.58	75100.0	3.49	57200.0	2.01	51.1	1.80	749000	2.07	33900	1.80	29500	0.836	21.2							5.24	2180000			3.68	60300.0																																																						
AISC_LRFD_14	HSSRect	HSS6X2X.125	HSS152.4X50.8X3.2	HSS6X2X1/8	HSS152.4X50.8X3.2	HSS6	HSS152.4		1714	6.46	9.59	1.77	1140					6.00	152	5.65	144							2.00	50.8	1.65	41.9															0.125	3.18	0.116	2.95																					14.2	14.2			48.7	48.7			7.42	3090000.00	3.19	52300.0	2.47	40500.0	2.05	52.1	1.31	545000	1.46	23900	1.31	21500	0.861	21.9							3.72	1550000			2.57	42100.0																																																						
AISC_LRFD_14	HSSSquare	HSS5-1/2X5-1/2X.375	HSS139.7X139.7X9.5	HSS5-1/2X5-1/2X3/8	HSS139.7X139.7X9.5	HSS5-1/2	HSS139.7		1715	24.93	37	6.88	4440					5.50	140	4.45	113							5.50	140	4.45	113															0.375	9.53	0.349	8.86																					12.8	12.8			12.8	12.8			29.7	12400000.0	13.1	215000	10.8	177000	2.08	52.8	29.7	12400000	13.1	215000	10.8	177000	2.08	52.8							49.0	20400000			18.4	302000																																																						
AISC_LRFD_14	HSSSquare	HSS5-1/2X5-1/2X.313	HSS139.7X139.7X7.9	HSS5-1/2X5-1/2X5/16	HSS139.7X139.7X7.9	HSS5-1/2	HSS139.7		1716	21.21	31.5	5.85	3770					5.50	140	4.63	118							5.50	140	4.63	118															0.3125	7.94	0.291	7.39																					15.9	15.9			15.9	15.9			25.9	10800000.0	11.3	185000	9.43	155000	2.11	53.6	25.9	10800000	11.3	185000	9.43	155000	2.11	53.6							42.2	17600000			15.7	257000																																																						
AISC_LRFD_14	HSSSquare	HSS5-1/2X5-1/2X.250	HSS139.7X139.7X6.4	HSS5-1/2X5-1/2X1/4	HSS139.7X139.7X6.4	HSS5-1/2	HSS139.7		1717	17.32	25.7	4.77	3080					5.50	140	4.80	122							5.50	140	4.80	122															0.250	6.35	0.233	5.92																					20.6	20.6			20.6	20.6			21.7	9030000.00	9.32	153000	7.90	129000	2.13	54.1	21.7	9030000	9.32	153000	7.90	129000	2.13	54.1							34.8	14500000			12.9	211000																																																						
AISC_LRFD_14	HSSSquare	HSS5-1/2X5-1/2X.188	HSS139.7X139.7X4.8	HSS5-1/2X5-1/2X3/16	HSS139.7X139.7X4.8	HSS5-1/2	HSS139.7		1718	13.25	19.7	3.63	2340					5.50	140	4.98	126							5.50	140	4.98	126															0.1875	4.76	0.174	4.42																					28.6	28.6			28.6	28.6			17.0	7080000.00	7.19	118000	6.17	101000	2.16	54.9	17.0	7080000	7.19	118000	6.17	101000	2.16	54.9							26.7	11100000			9.85	161000																																																						
AISC_LRFD_14	HSSSquare	HSS5-1/2X5-1/2X.125	HSS139.7X139.7X3.2	HSS5-1/2X5-1/2X1/8	HSS139.7X139.7X3.2	HSS5-1/2	HSS139.7		1719	9.01	13.4	2.46	1590					5.50	140	5.15	131							5.50	140	5.15	131															0.125	3.18	0.116	2.95																					44.4	44.4			44.4	44.4			11.8	4910000.00	4.95	81100.0	4.30	70500.0	2.19	55.6	11.8	4910000	4.95	81100	4.30	70500	2.19	55.6							18.3	7620000			6.72	110000																																																						
AISC_LRFD_14	HSSSquare	HSS5X5X.500	HSS127X127X12.7	HSS5X5X1/2	HSS127X127X12.7	HSS5	HSS127		1720	28.43	42.1	7.88	5080					5.00	127	3.60	91.4							5.00	127	3.60	91.4															0.500	12.7	0.465	11.8																					7.74	7.74			7.74	7.74			26.0	10800000.0	13.1	215000	10.4	170000	1.82	46.2	26.0	10800000	13.1	215000	10.4	170000	1.82	46.2							44.6	18600000			18.7	306000																																																						
AISC_LRFD_14	HSSSquare	HSS5X5X.375	HSS127X127X9.5	HSS5X5X3/8	HSS127X127X9.5	HSS5	HSS127		1721	22.37	33.2	6.18	3990					5.00	127	3.95	100							5.00	127	3.95	100															0.375	9.53	0.349	8.86																					11.3	11.3			11.3	11.3			21.7	9030000.00	10.6	174000	8.68	142000	1.87	47.5	21.7	9030000	10.6	174000	8.68	142000	1.87	47.5							36.1	15000000			14.9	244000																																																						
AISC_LRFD_14	HSSSquare	HSS5X5X.313	HSS127X127X7.9	HSS5X5X5/16	HSS127X127X7.9	HSS5	HSS127		1722	19.08	28.3	5.26	3390					5.00	127	4.13	105							5.00	127	4.13	105															0.3125	7.94	0.291	7.39																					14.2	14.2			14.2	14.2			19.0	7910000.00	9.16	150000	7.62	125000	1.90	48.3	19.0	7910000	9.16	150000	7.62	125000	1.90	48.3							31.2	13000000			12.8	210000																																																						
AISC_LRFD_14	HSSSquare	HSS5X5X.250	HSS127X127X6.4	HSS5X5X1/4	HSS127X127X6.4	HSS5	HSS127		1723	15.62	23.2	4.30	2770					5.00	127	4.30	109							5.00	127	4.30	109															0.250	6.35	0.233	5.92																					18.5	18.5			18.5	18.5			16.0	6660000.00	7.61	125000	6.41	105000	1.93	49.0	16.0	6660000	7.61	125000	6.41	105000	1.93	49.0							25.8	10700000			10.5	172000																																																						
AISC_LRFD_14	HSSSquare	HSS5X5X.188	HSS127X127X4.8	HSS5X5X3/16	HSS127X127X4.8	HSS5	HSS127		1724	11.97	17.8	3.28	2120					5.00	127	4.48	114							5.00	127	4.48	114															0.1875	4.76	0.174	4.42																					25.7	25.7			25.7	25.7			12.6	5240000.00	5.89	96500.0	5.03	82400.0	1.96	49.8	12.6	5240000	5.89	96500	5.03	82400	1.96	49.8							19.9	8280000			8.08	132000																																																						
AISC_LRFD_14	HSSSquare	HSS5X5X.125	HSS127X127X3.2	HSS5X5X1/8	HSS127X127X3.2	HSS5	HSS127		1725	8.16	12.1	2.23	1440					5.00	127	4.65	118							5.00	127	4.65	118															0.125	3.18	0.116	2.95																					40.1	40.1			40.1	40.1			8.80	3660000.00	4.07	66700.0	3.52	57700.0	1.99	50.5	8.80	3660000	4.07	66700	3.52	57700	1.99	50.5							13.7	5700000			5.53	90600.0																																																						
AISC_LRFD_14	HSSRect	HSS5X4X.500	HSS127X101.6X12.7	HSS5X4X1/2	HSS127X101.6X12.7	HSS5	HSS127		1726	25.03	37.1	6.95	4480					5.00	127	3.60	91.4							4.00	102	2.60	66.0															0.500	12.7	0.465	11.8																					5.59	5.59			7.74	7.74			21.2	8820000.00	10.9	179000	8.49	139000	1.75	44.5	14.9	6200000.00	9.35	153000	7.43	122000	1.46	37.1							30.3	12600000			14.5	238000																																																						
AISC_LRFD_14	HSSRect	HSS5X4X.375	HSS127X101.6X9.5	HSS5X4X3/8	HSS127X101.6X9.5	HSS5	HSS127		1727	19.82	29.4	5.48	3540					5.00	127	3.95	100							4.00	102	2.95	74.9															0.375	9.53	0.349	8.86																					8.45	8.45			11.3	11.3			17.9	7450000.00	8.96	147000	7.17	117000	1.81	46.0	12.6	5240000	7.67	126000	6.30	103000	1.52	38.6							24.9	10400000			11.7	192000																																																						
AISC_LRFD_14	HSSRect	HSS5X4X.313	HSS127X101.6X7.9	HSS5X4X5/16	HSS127X101.6X7.9	HSS5	HSS127		1728	16.96	25.2	4.68	3020					5.00	127	4.13	105							4.00	102	3.13	79.5															0.3125	7.94	0.291	7.39																					10.8	10.8			14.2	14.2			15.8	6580000.00	7.79	128000	6.32	104000	1.84	46.7	11.1	4620000	6.67	109000	5.57	91300	1.54	39.1							21.7	9030000			10.1	166000																																																						
AISC_LRFD_14	HSSRect	HSS5X4X.250	HSS127X101.6X6.4	HSS5X4X1/4	HSS127X101.6X6.4	HSS5	HSS127		1729	13.91	20.7	3.84	2480					5.00	127	4.30	109							4.00	102	3.30	83.8															0.250	6.35	0.233	5.92																					14.2	14.2			18.5	18.5			13.4	5580000.00	6.49	106000	5.35	87700.0	1.87	47.5	9.46	3940000	5.57	91300	4.73	77500	1.57	39.9							18.0	7490000			8.32	136000																																																						
AISC_LRFD_14	HSSRect	HSS5X4X.188	HSS127X101.6X4.8	HSS5X4X3/16	HSS127X101.6X4.8	HSS5	HSS127		1730	10.7	15.9	2.93	1890					5.00	127	4.48	114							4.00	102	3.48	88.4															0.1875	4.76	0.174	4.42																					20.0	20.0			25.7	25.7			10.6	4410000.00	5.05	82800.0	4.22	69200.0	1.90	48.3	7.48	3110000	4.34	71100	3.74	61300	1.60	40.6							14.0	5830000			6.41	105000																																																						
AISC_LRFD_14	HSSRect	HSS5X4X.125	HSS127X101.6X3.2	HSS5X4X1/8	HSS127X101.6X3.2	HSS5	HSS127		1731	7.31	10.9	2.00	1290					5.00	127	4.65	118							4.00	102	3.65	92.7															0.125	3.18	0.116	2.95																					31.5	31.5			40.1	40.1			7.42	3090000.00	3.50	57400.0	2.97	48700.0	1.93	49.0	5.27	2190000	3.01	49300	2.64	43300	1.62	41.1							9.66	4020000			4.39	71900.0																																																						
AISC_LRFD_14	HSSRect	HSS5X3X.500	HSS127X76.2X12.7	HSS5X3X1/2	HSS127X76.2X12.7	HSS5	HSS127		1732	21.63	32	6.02	3880					5.00	127	3.60	91.4							3.00	76.2	1.60	40.6															0.500	12.7	0.465	11.8																					3.44	3.44			7.74	7.74			16.4	6830000.00	8.83	145000	6.57	108000	1.65	41.9	7.18	2990000	6.10	100000	4.78	78300	1.09	27.7							17.6	7330000			10.3	169000																																																						
AISC_LRFD_14	HSSRect	HSS5X3X.375	HSS127X76.2X9.5	HSS5X3X3/8	HSS127X76.2X9.5	HSS5	HSS127		1733	17.27	25.6	4.78	3080					5.00	127	3.95	100							3.00	76.2	1.95	49.5															0.375	9.53	0.349	8.86																					5.59	5.59			11.3	11.3			14.1	5870000.00	7.34	120000	5.65	92600.0	1.72	43.7	6.25	2600000.00	5.10	83600	4.16	68200	1.14	29.0							14.9	6200000			8.44	138000																																																						
AISC_LRFD_14	HSSRect	HSS5X3X.313	HSS127X76.2X7.9	HSS5X3X5/16	HSS127X76.2X7.9	HSS5	HSS127		1734	14.83	22	4.10	2650					5.00	127	4.13	105							3.00	76.2	2.13	54.1															0.3125	7.94	0.291	7.39																					7.32	7.32			14.2	14.2			12.6	5240000.00	6.42	105000	5.03	82400.0	1.75	44.5	5.60	2330000	4.48	73400	3.73	61100	1.17	29.7							13.1	5450000			7.33	120000																																																						
AISC_LRFD_14	HSSRect	HSS5X3X.250	HSS127X76.2X6.4	HSS5X3X1/4	HSS127X76.2X6.4	HSS5	HSS127		1735	12.21	18.1	3.37	2170					5.00	127	4.30	109							3.00	76.2	2.30	58.4															0.250	6.35	0.233	5.92																					9.87	9.87			18.5	18.5			10.7	4450000.00	5.38	88200.0	4.29	70300.0	1.78	45.2	4.81	2000000.00	3.77	61800	3.21	52600	1.19	30.2							11.0	4580000			6.10	100000																																																						
AISC_LRFD_14	HSSRect	HSS5X3X.188	HSS127X76.2X4.8	HSS5X3X3/16	HSS127X76.2X4.8	HSS5	HSS127		1736	9.42	14	2.58	1660					5.00	127	4.48	114							3.00	76.2	2.48	63.0															0.1875	4.76	0.174	4.42																					14.3	14.3			25.7	25.7			8.53	3550000.00	4.21	69000.0	3.41	55900.0	1.82	46.2	3.85	1600000.00	2.96	48500	2.57	42100	1.22	31.0							8.64	3600000			4.73	77500.0																																																						
AISC_LRFD_14	HSSRect	HSS5X3X.125	HSS127X76.2X3.2	HSS5X3X1/8	HSS127X76.2X3.2	HSS5	HSS127		1737	6.46	9.59	1.77	1140					5.00	127	4.65	118							3.00	76.2	2.65	67.3															0.125	3.18	0.116	2.95																					22.8	22.8			40.1	40.1			6.03	2510000.00	2.93	48000.0	2.41	39500.0	1.85	47.0	2.75	1140000	2.07	33900	1.83	30000.0	1.25	31.8							6.02	2510000			3.26	53400.0																																																						
AISC_LRFD_14	HSSRect	HSS5X2-1/2X.250	HSS127X63.5X6.4	HSS5X2-1/2X1/4	HSS127X63.5X6.4	HSS5	HSS127		1738	11.36	16.9	3.14	2030					5.00	127	4.30	109							2.50	63.5	1.80	45.7															0.250	6.35	0.233	5.92																					7.73	7.73			18.5	18.5			9.40	3910000.00	4.83	79100.0	3.76	61600.0	1.73	43.9	3.13	1300000.00	2.95	48300	2.50	41000.0	0.999	25.4							7.93	3300000			4.99	81800.0																																																						
